lane,geo_code,geography_name,feature_order,feature_id,feature_label,feature_role,raw_value,display_value,unit,latest_year,time_basis,present,denominator,source_row_hash,source,caveat,order_position,ordering_method
evidence_visibility,SB,Solomon Islands,11,renewable-energy-share-in-the-total-final-energy-consumption,Renewable energy share,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 2000-2023",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",12,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,SB,Solomon Islands,12,proportion-of-population-using-safely-managed-drinking-water-services,Safely managed drinking water,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 2000-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",12,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,SB,Solomon Islands,13,direct-disaster-economic-loss,Recorded direct disaster loss,reporting_visibility_only,1.0,100.0,binary reporting presence,,"any returned row, 2007-2020",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,Direct-loss presence is reporting visibility only; absence is not zero loss.,12,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,SB,Solomon Islands,14,climate-altering-land-cover-index,Climate-altering land-cover index,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1992-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",12,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,PG,Papua New Guinea,1,fisheries-management-measures-in-place-and-multilateral-and-bilateral-fisheries-management-arrangements,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",13,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,PG,Papua New Guinea,2,greenhouse-gas-emissions-per-capita,Greenhouse gas emissions per capita,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",13,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,PG,Papua New Guinea,3,mean-sea-surface-temperature-anomalies,Mean sea surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",13,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,PG,Papua New Guinea,4,mean-surface-temperature-anomalies,Mean surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",13,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,PG,Papua New Guinea,5,meteorological-monitoring-network,Meteorological monitoring network,reporting_presence,1.0,100.0,binary reporting presence,2026.0,latest official monitoring reporting status,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence is a partial monitoring proxy, not preparedness.",13,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,PG,Papua New Guinea,6,number-of-directly-affected-persons-attributed-to-disasters,Number of directly affected persons attributed to disasters,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",13,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,PG,Papua New Guinea,7,power-generation,Power generation,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",13,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,PG,Papua New Guinea,8,rainfall-anomalies,Rainfall anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",13,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,PG,Papua New Guinea,9,sea-level-anomalies,Sea level anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",13,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,PG,Papua New Guinea,10,population-growth,Projected population growth,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1990-2025",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",13,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,PG,Papua New Guinea,11,renewable-energy-share-in-the-total-final-energy-consumption,Renewable energy share,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 2000-2023",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",13,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,PG,Papua New Guinea,12,proportion-of-population-using-safely-managed-drinking-water-services,Safely managed drinking water,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 2000-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",13,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,PG,Papua New Guinea,13,direct-disaster-economic-loss,Recorded direct disaster loss,reporting_visibility_only,1.0,100.0,binary reporting presence,,"any returned row, 2007-2020",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,Direct-loss presence is reporting visibility only; absence is not zero loss.,13,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,PG,Papua New Guinea,14,climate-altering-land-cover-index,Climate-altering land-cover index,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1992-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",13,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,NC,New Caledonia,1,fisheries-management-measures-in-place-and-multilateral-and-bilateral-fisheries-management-arrangements,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",14,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,NC,New Caledonia,2,greenhouse-gas-emissions-per-capita,Greenhouse gas emissions per capita,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",14,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,NC,New Caledonia,3,mean-sea-surface-temperature-anomalies,Mean sea surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",14,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,NC,New Caledonia,4,mean-surface-temperature-anomalies,Mean surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",14,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,NC,New Caledonia,5,meteorological-monitoring-network,Meteorological monitoring network,reporting_presence,1.0,100.0,binary reporting presence,2026.0,latest official monitoring reporting status,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence is a partial monitoring proxy, not preparedness.",14,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,NC,New Caledonia,6,number-of-directly-affected-persons-attributed-to-disasters,Number of directly affected persons attributed to disasters,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",14,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,NC,New Caledonia,7,power-generation,Power generation,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",14,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,NC,New Caledonia,8,rainfall-anomalies,Rainfall anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",14,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,NC,New Caledonia,9,sea-level-anomalies,Sea level anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",14,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,NC,New Caledonia,10,population-growth,Projected population growth,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1990-2025",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",14,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,NC,New Caledonia,11,renewable-energy-share-in-the-total-final-energy-consumption,Renewable energy share,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 2000-2023",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",14,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,NC,New Caledonia,12,proportion-of-population-using-safely-managed-drinking-water-services,Safely managed drinking water,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 2000-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",14,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,NC,New Caledonia,13,direct-disaster-economic-loss,Recorded direct disaster loss,reporting_visibility_only,1.0,100.0,binary reporting presence,,"any returned row, 2007-2020",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,Direct-loss presence is reporting visibility only; absence is not zero loss.,14,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,NC,New Caledonia,14,climate-altering-land-cover-index,Climate-altering land-cover index,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1992-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",14,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,KI,Kiribati,1,fisheries-management-measures-in-place-and-multilateral-and-bilateral-fisheries-management-arrangements,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",15,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,KI,Kiribati,2,greenhouse-gas-emissions-per-capita,Greenhouse gas emissions per capita,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",15,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,KI,Kiribati,3,mean-sea-surface-temperature-anomalies,Mean sea surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",15,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,KI,Kiribati,4,mean-surface-temperature-anomalies,Mean surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",15,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,KI,Kiribati,5,meteorological-monitoring-network,Meteorological monitoring network,reporting_presence,1.0,100.0,binary reporting presence,2026.0,latest official monitoring reporting status,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence is a partial monitoring proxy, not preparedness.",15,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,KI,Kiribati,6,number-of-directly-affected-persons-attributed-to-disasters,Number of directly affected persons attributed to disasters,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",15,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,KI,Kiribati,7,power-generation,Power generation,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",15,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,KI,Kiribati,8,rainfall-anomalies,Rainfall anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",15,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,KI,Kiribati,9,sea-level-anomalies,Sea level anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",15,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,KI,Kiribati,10,population-growth,Projected population growth,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1990-2025",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",15,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,KI,Kiribati,11,renewable-energy-share-in-the-total-final-energy-consumption,Renewable energy share,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 2000-2023",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",15,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,KI,Kiribati,12,proportion-of-population-using-safely-managed-drinking-water-services,Safely managed drinking water,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 2000-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",15,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,KI,Kiribati,13,direct-disaster-economic-loss,Recorded direct disaster loss,reporting_visibility_only,1.0,100.0,binary reporting presence,,"any returned row, 2007-2020",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,Direct-loss presence is reporting visibility only; absence is not zero loss.,15,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,KI,Kiribati,14,climate-altering-land-cover-index,Climate-altering land-cover index,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1992-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",15,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FM,Micronesia (Federated States of),1,fisheries-management-measures-in-place-and-multilateral-and-bilateral-fisheries-management-arrangements,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",16,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FM,Micronesia (Federated States of),2,greenhouse-gas-emissions-per-capita,Greenhouse gas emissions per capita,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",16,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FM,Micronesia (Federated States of),3,mean-sea-surface-temperature-anomalies,Mean sea surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",16,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FM,Micronesia (Federated States of),4,mean-surface-temperature-anomalies,Mean surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",16,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FM,Micronesia (Federated States of),5,meteorological-monitoring-network,Meteorological monitoring network,reporting_presence,1.0,100.0,binary reporting presence,2026.0,latest official monitoring reporting status,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence is a partial monitoring proxy, not preparedness.",16,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FM,Micronesia (Federated States of),6,number-of-directly-affected-persons-attributed-to-disasters,Number of directly affected persons attributed to disasters,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",16,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FM,Micronesia (Federated States of),7,power-generation,Power generation,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",16,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FM,Micronesia (Federated States of),8,rainfall-anomalies,Rainfall anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",16,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FM,Micronesia (Federated States of),9,sea-level-anomalies,Sea level anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",16,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FM,Micronesia (Federated States of),10,population-growth,Projected population growth,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1990-2025",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",16,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FM,Micronesia (Federated States of),11,renewable-energy-share-in-the-total-final-energy-consumption,Renewable energy share,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 2000-2023",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",16,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FM,Micronesia (Federated States of),12,proportion-of-population-using-safely-managed-drinking-water-services,Safely managed drinking water,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 2000-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",16,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FM,Micronesia (Federated States of),13,direct-disaster-economic-loss,Recorded direct disaster loss,reporting_visibility_only,1.0,100.0,binary reporting presence,,"any returned row, 2007-2020",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,Direct-loss presence is reporting visibility only; absence is not zero loss.,16,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FM,Micronesia (Federated States of),14,climate-altering-land-cover-index,Climate-altering land-cover index,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1992-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",16,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FJ,Fiji,1,fisheries-management-measures-in-place-and-multilateral-and-bilateral-fisheries-management-arrangements,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",17,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FJ,Fiji,2,greenhouse-gas-emissions-per-capita,Greenhouse gas emissions per capita,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",17,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FJ,Fiji,3,mean-sea-surface-temperature-anomalies,Mean sea surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",17,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FJ,Fiji,4,mean-surface-temperature-anomalies,Mean surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",17,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FJ,Fiji,5,meteorological-monitoring-network,Meteorological monitoring network,reporting_presence,1.0,100.0,binary reporting presence,2026.0,latest official monitoring reporting status,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence is a partial monitoring proxy, not preparedness.",17,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FJ,Fiji,6,number-of-directly-affected-persons-attributed-to-disasters,Number of directly affected persons attributed to disasters,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",17,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FJ,Fiji,7,power-generation,Power generation,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",17,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FJ,Fiji,8,rainfall-anomalies,Rainfall anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",17,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FJ,Fiji,9,sea-level-anomalies,Sea level anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",17,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FJ,Fiji,10,population-growth,Projected population growth,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1990-2025",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",17,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FJ,Fiji,11,renewable-energy-share-in-the-total-final-energy-consumption,Renewable energy share,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 2000-2023",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",17,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,FJ,Fiji,12,proportion-of-population-using-safely-managed-drinking-water-services,Safely managed drinking water,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 2000-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",17,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
